Weight,Length1,Length2,Height,Width,Species
15.556349186104045,4.8166378315169185,5.039841267341661,3.394112549695428,4.02,Bream
17.029386365926403,4.898979485566356,5.128352561983234,3.5327043465311387,4.3056,Bream
18.439088914585774,4.888762624632126,5.1478150704935,3.5182097720289507,4.6961,Bream
19.05255888325765,5.128352561983234,5.385164807134504,3.5679125549822546,4.4555,Bream
20.73644135332772,5.1478150704935,5.385164807134504,3.5276054201114957,5.134,Bream
21.213203435596427,5.176871642217914,5.449770637375485,3.6881431642494573,4.9274,Bream
22.360679774997898,5.176871642217914,5.449770637375485,3.7655676862858276,5.2785,Bream
19.748417658131498,5.253570214625479,5.477225575051661,3.559494346111537,4.69,Bream
21.213203435596427,5.253570214625479,5.477225575051661,3.742312119532522,4.8438,Bream
22.360679774997898,5.338539126015656,5.540758070878027,3.7718165384864624,4.9594,Bream
21.79449471770337,5.329165037789691,5.5677643628300215,3.7766122385015914,5.1042,Bream
22.360679774997898,5.357238094391549,5.5677643628300215,3.7909629383574828,4.8146,Bream
22.360679774997898,5.394441583704471,5.612486080160912,3.7093395638576956,4.368,Bream
18.439088914585774,5.431390245600108,5.656854249492381,3.73,5.0728,Bream
24.49489742783178,5.422176684690384,5.656854249492381,3.8670919306372844,5.1708,Bream
24.49489742783178,5.422176684690384,5.656854249492381,3.9291220393365234,5.58,Bream
26.457513110645905,5.513619500836088,5.744562646538029,3.8549189355938474,5.2854,Bream
26.457513110645905,5.513619500836088,5.744562646538029,3.8649708925165274,5.1975,Bream
24.698178070456937,5.558776843874918,5.787918451395113,3.9538588745679832,5.1338,Bream
25.495097567963924,5.5677643628300215,5.787918451395113,3.8044447689511802,5.7276,Bream
23.979157616563597,5.594640292279746,5.830951894845301,3.8895372475398666,5.5695,Bream
26.1725046566048,5.60357029044876,5.830951894845301,3.999199919983996,5.3704,Bream
24.899799195977465,5.612486080160912,5.873670062235365,3.9398857851465694,5.2801,Bream
26.076809620810597,5.639148871948674,5.916079783099616,3.9330141113400545,6.1306,Bream
26.457513110645905,5.648008498577175,5.916079783099616,4.02995037190286,5.589,Bream
26.92582403567252,5.639148871948674,5.916079783099616,4.044749683231337,6.0532,Bream
26.832815729997478,5.656854249492381,5.916079783099616,4.044972187790665,6.09,Bream
26.720778431774775,5.718391382198319,6.0,4.0641112189505835,5.8515,Bream
29.154759474226502,5.727128425310541,6.0,4.109695852493223,6.1984,Bream
31.622776601683793,5.787918451395113,6.082762530298219,4.3539637113784035,6.603,Bream
30.331501776206203,5.916079783099616,6.2048368229954285,4.246987167392904,6.3063,Bream
30.903074280724887,5.916079783099616,6.2048368229954285,4.252528659515418,6.292,Bream
30.4138126514911,6.016643582596529,6.284902544988268,4.330611965992797,6.7497,Bream
31.22498999199199,6.115553940568262,6.4031242374328485,4.3168738689009665,6.7473,Bream
30.822070014844883,6.164414002968976,6.4031242374328485,4.1980352547352435,6.3705,Bream
8.306623862918075,4.06201920231798,4.266145801540309,2.301803640626194,2.8217,Roach
8.831760866327848,4.183300132670378,4.33589667773576,2.3612708442700936,2.9044,Roach
9.327379053088816,4.266145801540309,4.449719092257398,2.369936708015638,3.1746,Roach
10.954451150103322,4.312771730569565,4.47213595499958,2.4931907267595874,3.5742,Roach
10.488088481701515,4.370354676682432,4.560701700396552,2.4834854539537776,3.3957,Roach
10.954451150103322,4.404543109109048,4.58257569495584,2.472771724199385,3.2943,Roach
12.24744871391589,4.516635916254486,4.69041575982343,2.4092529962625346,3.7544,Roach
12.041594578792296,4.527692569068709,4.69041575982343,2.5756358438257534,3.5478,Roach
12.649110640673518,4.527692569068709,4.743416490252569,2.6520558063509903,3.8203,Roach
11.832159566199232,4.58257569495584,4.743416490252569,2.5592967784139455,3.325,Roach
12.649110640673518,4.5934736311423405,4.743416490252569,2.5298221281347035,3.8,Roach
13.0,4.69041575982343,4.898979485566356,2.744886154287642,3.8352,Roach
12.68857754044952,4.69041575982343,4.8373546489791295,2.6296957998977755,3.6312,Roach
14.142135623730951,4.701063709417263,4.847679857416329,2.719705866449532,4.1272,Roach
13.416407864998739,4.857983120596447,5.019960159204453,2.662066866177482,3.906,Roach
17.029386365926403,4.898979485566356,5.0990195135927845,2.9793959119257716,4.4968,Roach
16.492422502470642,5.0,5.196152422706632,2.9271146202361122,4.7736,Roach
19.748417658131498,5.431390245600108,5.630275304103699,3.0797727188868986,5.355,Roach
16.431676725154983,4.857983120596447,5.0990195135927845,2.894892053255181,4.2476,Whitefish
16.431676725154983,4.909175083453431,5.1478150704935,2.854014716149866,4.2485,Whitefish
17.4928556845359,5.059644256269407,5.291502622129181,2.9627689751312034,4.6816,Whitefish
23.2379000772445,5.338539126015656,5.5677643628300215,3.277804143020141,6.562,Whitefish
28.284271247461902,5.805170109479997,6.0332412515993425,3.429460598986377,6.5736,Whitefish
31.622776601683793,6.107372593840988,6.324555320336759,3.5148257424799882,6.525,Whitefish
7.416198487095663,3.6742346141747673,3.8340579025361627,2.6167728216259047,2.3265,Parkki
7.745966692414834,3.7815340802378077,3.9370039370059056,2.5646052327795013,2.3142,Parkki
9.486832980505138,4.03732584763727,4.207136793592526,2.721249712907656,2.673,Parkki
10.954451150103322,4.183300132670378,4.358898943540674,2.8969294088741617,2.9181,Parkki
12.24744871391589,4.2895221179054435,4.47213595499958,2.982079811138528,3.2928,Parkki
11.832159566199232,4.358898943540674,4.54972526643093,2.921917178839948,3.2944,Parkki
13.038404810405298,4.358898943540674,4.54972526643093,3.065289545866752,3.4104,Parkki
12.041594578792296,4.449719092257398,4.636809247747852,3.1203204963593083,3.1571,Parkki
14.142135623730951,4.604345773288535,4.795831523312719,3.2164887688285186,3.6636,Parkki
16.522711641858304,4.795831523312719,5.0,3.3298648621227858,4.144,Parkki
17.320508075688775,4.898979485566356,5.0990195135927845,3.3716464820618426,4.234,Parkki
7.176350047203662,3.872983346207417,4.024922359499621,2.1429885673983424,2.6316,Perch
8.366600265340756,3.96232255123179,4.171330722922842,2.1419617176784462,2.9415,Perch
10.0,4.024922359499621,4.242640687119285,2.2852570971337123,3.3216,Perch
8.831760866327848,4.09878030638384,4.324349662087931,2.2801754318472955,3.1234,Perch
8.94427190999916,4.147288270665544,4.358898943540674,2.3739839932063567,3.0502,Perch
9.219544457292887,4.219004621945797,4.427188724235731,2.2666274506411503,3.0368,Perch
9.219544457292887,4.266145801540309,4.47213595499958,2.2543291685111115,2.772,Perch
10.488088481701515,4.358898943540674,4.58257569495584,2.3858960580880297,3.555,Perch
10.723805294763608,4.358898943540674,4.58257569495584,2.4325912110340284,3.3075,Perch
11.180339887498949,4.358898943540674,4.58257569495584,2.3858960580880297,3.6675,Perch
11.40175425099138,4.39317652729776,4.61519230368573,2.5266578715766013,3.534,Perch
10.954451150103322,4.47213595499958,4.69041575982343,2.471841418861655,3.4075,Perch
10.954451150103322,4.47213595499958,4.69041575982343,2.3748684174075834,3.525,Perch
11.40175425099138,4.47213595499958,4.69041575982343,2.471841418861655,3.525,Perch
11.61895003862225,4.47213595499958,4.69041575982343,2.4238399287081647,3.525,Perch
10.488088481701515,4.47213595499958,4.69041575982343,2.35,3.995,Perch
11.40175425099138,4.527692569068709,4.743416490252569,2.4199173539606678,3.624,Perch
12.24744871391589,4.527692569068709,4.743416490252569,2.6061465806819077,3.624,Perch
12.041594578792296,4.54972526643093,4.764451699828638,2.439918031410072,3.63,Perch
12.24744871391589,4.58257569495584,4.795831523312719,2.2844036420913008,3.626,Perch
13.038404810405298,4.636809247747852,4.847679857416329,2.5049950099750697,3.725,Perch
15.0,4.69041575982343,4.898979485566356,2.7005554984113918,3.723,Perch
12.041594578792296,4.69041575982343,4.898979485566356,2.5248762345905194,3.825,Perch
13.711309200802088,4.753945729601885,4.959838707054898,2.594879573313567,4.1658,Perch
13.416407864998739,4.795831523312719,5.0,2.537616992376903,3.6835,Perch
14.035668847618199,4.847679857416329,5.059644256269407,2.5614449047363874,4.239,Perch
14.7648230602334,5.0,5.1478150704935,2.6773120849090417,4.144,Perch
17.320508075688775,5.019960159204453,5.224940191045253,2.884961004935769,5.1373,Perch
16.1245154965971,5.039841267341661,5.244044240850758,2.6771626771640156,4.335,Perch
16.278820596099706,5.039841267341661,5.244044240850758,2.6554848898082626,4.335,Perch
15.811388300841896,5.039841267341661,5.244044240850758,2.6986663372858826,4.5662,Perch
15.811388300841896,5.089204259999788,5.291502622129181,2.796497809761345,4.2042,Perch
17.320508075688775,5.186520991955976,5.357238094391549,2.75412418020684,4.6354,Perch
17.88854381999832,5.272570530585627,5.477225575051661,2.7596376573746055,4.7716,Perch
22.67156809750927,5.522680508593631,5.727128425310541,3.167017524422623,6.018,Perch
23.57965224510319,5.656854249492381,5.873670062235365,3.2025770872845514,6.3875,Perch
28.982753492378876,5.70087712549569,5.916079783099616,3.3894542333538005,7.7957,Perch
26.1725046566048,5.830951894845301,6.041522986797286,3.2986360817768303,6.864,Perch
26.457513110645905,5.830951894845301,6.0,3.257161340799685,6.7408,Perch
26.457513110645905,5.873670062235365,6.082762530298219,3.291656118126558,6.2646,Perch
26.267851073127396,5.882176467941097,6.082762530298219,3.2514150765474406,6.3666,Perch
30.0,6.041522986797286,6.244997998398398,3.337154476496406,7.4934,Perch
25.495097567963924,6.041522986797286,6.244997998398398,3.337154476496406,6.003,Perch
28.635642126552707,6.04979338490167,6.244997998398398,3.525804872649648,7.3514,Perch
29.154759474226502,6.074537019394976,6.324555320336759,3.453780537324281,7.1064,Perch
30.0,6.082762530298219,6.324555320336759,3.424908757908742,7.225,Perch
31.85906464414798,6.082762530298219,6.324555320336759,3.5186360993998798,7.4624,Perch
28.635642126552707,6.0909769331364245,6.324555320336759,3.336914742692717,6.63,Perch
33.166247903554,6.244997998398398,6.48074069840786,3.5777367147402,6.8684,Perch
